,HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
0,7,5,137.26,3.14,6.143,6.3,6.547,6.663,-7.429,7.758,-2.356,0.329,134.33,47.09,0.0057,0.0007,0.0038,0.0012,3721,O[C@H]1[C@@H]2C[P@](=O)(O[C@H]2[C@@H]([C@@H]([C@H]1O)O)O)O
1,6,3,113.87,0.57,4.03,5.893,6.113,6.53,-7.41,5.91,-1.345,-1.499,105.5,29.97,0.0004,0.0143,0.0097,0.0006,729,O=C[C@@H](COP(=O)(O)O)O
2,2,1,37.3,4.4,5.584,6.427,7.233,7.291,-7.214,7.502,2.432,0.288,49.27,42.34,0.002,0.0116,0.0004,0.0007,379,CCCCCCCC(=O)O
3,1,1,26.02,1.24,5.541,5.986,6.263,6.396,-6.133,7.984,2.614,1.85,103.79,46.59,0.0188,0.0106,0.0017,0.0212,2130,N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
4,3,1,46.17,1.27,3.225,3.431,4.037,4.957,-5.845,3.921,2.294,-1.924,88.34,60.5,0.0,0.2155,0.0077,0.0002,7332,CCC(=O)C(=O)Nc1ccc(cc1C)C
5,1,1,20.23,1.77,6.412,6.885,7.384,7.434,-6.925,8.596,0.921,1.671,15.3,25.2,0.018,0.0013,0.0018,0.0012,7298,OC1CCCC1
6,2,1,83.12,2.53,3.743,4.16,4.321,4.452,-7.875,4.936,1.816,-2.939,134.44,42.22,0.0001,0.0034,0.0078,0.0083,8497,OC(=O)c1cccc(c1)N(=O)=O
7,2,0,26.3,1.56,5.839,7.015,7.454,7.618,-7.268,7.742,1.35,0.473,-14.12,32.24,0.0006,0.0198,0.0323,0.0586,7762,CCCC(=O)OCC
8,0,0,0.0,0.06,7.592,7.747,7.771,7.81,-7.959,10.223,4.927,2.264,-30.55,59.8,0.0068,0.0063,0.0056,0.001,8182,CCCCCCCCCCCC
9,1,0,9.23,1.7,6.269,6.778,6.796,6.971,-6.572,8.906,0.797,2.335,-11.61,20.31,0.0128,0.0236,0.0014,0.0035,8028,C1CCCO1
10,3,1,57.25,4.97,3.48,3.547,4.198,4.457,-5.747,4.133,1.455,-1.614,103.24,32.81,0.0392,0.0,0.0001,0.2807,1570,S=c1ccccn1O
11,3,0,43.37,3.84,5.071,5.566,6.574,6.938,-7.461,6.716,0.096,-0.746,8.6,22.83,0.0019,0.0001,0.0,0.018,7918,CC(=O)OC(=O)C
12,3,1,46.17,3.73,3.494,4.139,4.734,5.074,-6.482,4.836,1.776,-1.646,94.03,41.72,0.0004,0.0866,0.0454,0.0896,400,O/C=N/c1ccccc1C=O
13,7,4,139.89,3.58,5.451,6.23,6.349,6.702,-7.059,7.279,-0.402,0.22,185.9,37.89,0.0019,0.0088,0.0132,0.0266,953,OC(=O)[C@H](CCOP(=O)(O)O)N
14,2,2,40.46,1.94,6.337,6.346,6.883,6.905,-7.08,8.955,0.777,1.875,31.92,40.78,0.008,0.0007,0.0074,0.0096,7735,OC[C@@H]1CC[C@H](CC1)CO
15,1,0,17.07,2.96,4.217,5.865,6.205,6.295,-6.234,6.006,2.402,-0.229,74.7,45.64,0.0003,0.0044,0.0116,0.0064,2537,O=C1C[C@H]2C([C@]1(C)CC2)(C)C
16,3,0,32.67,3.92,3.441,5.644,5.86,6.351,-6.101,5.301,0.229,-0.8,-2.22,19.36,0.0012,0.0098,0.181,0.0268,6124,O=NN(C)C
17,1,1,20.23,1.62,6.661,7.282,7.679,7.687,-7.105,9.108,0.387,2.003,-5.95,17.7,0.0304,0.0048,0.0069,0.0037,3776,CC(O)C
18,3,2,63.32,4.0,5.272,5.411,6.482,6.645,-6.536,6.879,1.145,0.343,104.84,35.44,0.0046,0.0084,0.0052,0.0019,791,CC[C@H]([C@@H](C(=O)O)N)C
19,2,2,38.05,0.29,4.791,5.575,5.726,6.293,-5.282,7.445,0.171,2.163,58.19,12.43,0.0026,0.0166,0.0129,0.0649,6061,CNN
20,1,1,12.03,1.85,4.568,4.801,5.078,5.195,-5.165,5.486,2.191,0.321,37.2,40.55,0.0353,0.0111,0.019,0.0401,7670,CCNc1ccccc1
21,2,1,41.57,4.0,4.808,4.961,5.187,5.912,-6.588,5.391,0.958,-1.197,125.94,33.89,0.066,0.0041,0.0995,0.0002,7220,c1ccc2c(c1)[nH]nn2
22,6,5,101.82,4.7,5.473,5.544,5.616,5.834,-6.071,6.525,-2.103,0.454,126.29,51.66,0.001,0.0095,0.0012,0.0041,1527,O[C@@H]1CN[C@@H]([C@@H]([C@@H]1O)O)C/N=C(/O)\C
23,4,1,71.44,2.58,2.934,3.548,3.926,4.036,-6.876,4.302,1.469,-2.574,143.89,57.36,0.0007,0.0679,0.0882,0.003,512,O=C(c1ccccc1)C/C=C/C(=O)C(=O)O
24,3,1,67.15,3.92,4.413,4.46,4.781,4.859,-5.565,5.238,2.46,-0.327,112.54,44.02,0.0002,0.0904,0.0007,0.0685,8706,N=c1sc2c([nH]1)cccc2
25,2,0,50.6,1.67,4.034,4.304,4.446,4.728,-5.701,5.012,4.302,-0.688,89.77,61.13,0.0,0.0047,0.0102,0.0453,7109,c1ccc2c(c1)Sc1c(S2)cccc1
26,2,0,26.3,1.61,5.257,5.451,5.867,6.067,-6.574,6.346,1.402,-0.229,18.26,42.31,0.0001,0.059,0.0133,0.0245,7559,COC(=O)Cc1ccccc1
27,5,4,97.99,2.95,4.262,5.146,5.266,6.137,-7.14,5.823,-2.35,-1.317,69.3,35.8,0.0018,0.0001,0.0354,0.0126,841,OCC(=O)[C@H]([C@H]([C@@H](O)C)O)O
28,2,1,29.1,3.79,4.751,4.986,5.008,5.559,-5.75,5.69,1.718,-0.06,58.6,40.75,0.0812,0.0462,0.0083,0.0184,904,C/C(=N\c1ccccc1)/O
29,2,1,37.3,4.41,5.6,6.534,7.495,7.55,-7.276,7.532,0.481,0.256,52.59,18.31,0.0017,0.0133,0.0086,0.0143,1032,CCC(=O)O
30,1,0,17.07,2.82,3.706,5.84,6.612,6.664,-6.95,5.361,0.761,-1.589,-10.69,21.07,0.0002,0.296,0.0008,0.0259,6562,CC(=C)C=O
31,3,3,52.49,3.34,5.928,6.402,6.578,6.667,-6.8,8.425,-0.272,1.625,37.85,36.08,0.0023,0.0033,0.0036,0.0629,8086,C[C@H](CNC[C@@H](O)C)O
32,2,0,18.46,0.33,4.207,4.792,5.027,5.246,-5.26,4.708,2.448,-0.552,61.63,47.4,0.2663,0.2081,0.0052,0.0602,8439,C/C=C/c1ccc2c(c1)OCO2
33,0,0,45.82,4.49,3.705,3.89,4.276,4.632,-6.972,4.735,2.735,-2.237,51.79,45.2,0.0038,0.0319,0.0024,0.1687,6974,Cc1ccc(c(c1)N(=O)=O)C
34,2,1,32.59,0.66,6.032,6.356,6.506,6.691,-6.74,6.953,1.246,0.212,46.54,25.76,0.0015,0.196,0.0015,0.0077,8069,CCC/C=N/O
35,2,2,46.25,0.58,6.614,6.899,7.338,7.629,-6.925,9.138,0.035,2.212,85.58,5.55,0.023,0.0433,0.0088,0.0113,787,NO
36,3,2,63.32,3.1,5.565,5.87,6.052,6.378,-6.789,6.993,1.145,0.204,104.84,35.44,0.0029,0.0008,0.0018,0.019,857,N[C@H](C(=O)O)CC(C)C
37,3,1,41.46,3.52,4.895,5.53,5.692,5.814,-7.021,6.074,-1.091,-0.947,64.44,28.35,0.0031,0.0991,0.0,0.0009,504,OC1=NC=NC1
38,3,3,66.48,2.23,6.031,6.348,6.465,6.609,-6.634,8.297,-0.611,1.663,77.27,26.41,0.0193,0.0148,0.0025,0.0072,1531,OCC(CO)(N)C
39,3,2,57.53,5.95,5.637,6.175,6.98,7.127,-6.944,7.543,-0.158,0.599,70.54,24.28,0.0007,0.0069,0.0087,0.0283,441,C[C@@H](CC(=O)O)O
40,2,0,26.3,1.89,5.795,6.931,7.412,7.489,-7.236,7.69,1.984,0.454,-15.45,41.85,0.0011,0.0344,0.0241,0.0054,7959,CC(C[C@H](OC(=O)C)C)C
41,2,2,40.71,5.44,5.016,5.5,5.604,5.696,-5.559,6.757,0.563,1.197,95.78,35.97,0.0293,0.0096,0.0112,0.0196,912,CNCCc1cnc[nH]1
42,4,1,71.47,6.62,4.512,4.678,5.112,5.439,-7.127,5.622,0.298,-1.505,87.27,29.52,0.0006,0.0221,0.0,0.0002,5437,OC1=NC(=O)SC1
43,3,1,38.33,1.89,4.719,4.959,5.209,5.281,-5.733,5.597,2.414,-0.136,64.7,70.94,0.0056,0.007,0.0074,0.0024,4158,COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1
44,2,1,37.3,4.92,5.132,5.454,5.619,5.933,-6.659,6.153,3.073,-0.506,85.83,62.18,0.0016,0.0257,0.1466,0.0056,3672,CC(Cc1ccc(cc1)[C@H](C(=O)O)C)C
45,3,0,29.54,2.51,4.391,4.513,4.649,4.937,-5.07,5.298,2.531,0.229,43.7,71.6,0.0236,0.0576,0.0038,0.1744,6470,CCOC(=O)C1CCN(CC1)c1ccccc1
46,1,1,20.23,1.34,5.043,5.133,5.731,5.745,-5.859,5.984,2.69,0.125,53.08,47.73,0.0448,0.0,0.0186,0.0029,6923,Oc1ccccc1C(C)(C)C
47,2,1,55.87,3.84,4.607,5.162,5.469,5.558,-6.819,6.027,1.685,-0.792,48.14,44.34,0.0034,0.0014,0.0309,0.0139,7631,SC(=O)Cc1ccccc1
48,2,2,52.04,2.54,4.367,4.582,4.617,4.975,-4.906,5.562,2.322,0.656,107.47,40.22,0.0112,0.0388,0.0087,0.0024,7261,Nc1ccc(c(c1)N)C
49,3,1,61.36,1.57,5.171,5.284,5.373,5.819,-6.465,5.725,0.986,-0.74,44.68,38.01,0.1148,0.0021,0.0103,0.0052,1136,Cc1ncsc1CCO
50,1,0,17.07,2.85,3.755,4.741,5.158,5.53,-6.708,5.265,2.279,-1.442,37.55,41.44,0.0,0.0215,0.251,0.0001,7148,CCC(=O)c1ccccc1
51,1,1,32.86,4.63,3.952,4.445,4.613,4.713,-5.551,4.936,1.909,-0.615,130.82,48.27,0.0205,0.01,0.0299,0.063,800,O=CCc1c[nH]c2c1cccc2
52,2,2,32.26,0.99,4.813,5.133,5.369,5.672,-5.649,5.777,1.561,0.128,92.44,31.67,0.0202,0.054,0.0571,0.008,7518,ONc1ccccc1
53,2,1,40.92,1.65,1.588,6.279,7.224,7.681,-6.629,3.752,0.431,-2.876,9.91,6.76,0.0004,0.0445,0.0031,0.0271,945,N=O
54,0,0,0.0,0.34,6.475,6.806,7.005,7.036,-6.748,7.328,1.192,0.58,-45.17,16.06,0.0241,0.2813,0.019,0.0035,8252,CC=C
55,5,3,92.42,7.24,5.45,5.569,5.587,5.767,-6.683,6.547,0.014,-0.136,153.41,38.44,0.0109,0.0097,0.0055,0.0038,601,C[C@@H](C(=O)O)/N=C(\[C@@H](N)C)/O
56,2,1,24.39,2.5,4.098,4.3,4.403,4.896,-5.78,4.699,2.148,-1.08,118.12,74.95,0.014,0.0806,0.0018,0.0027,4436,C1CN[C]([N]1)Cc1cccc2c1cccc2
57,4,2,74.6,6.59,4.285,4.84,5.267,5.525,-7.274,5.331,1.026,-1.943,165.63,41.53,0.0079,0.0099,0.1936,0.0026,6958,OC(=O)C1=C(CCCC1)C(=O)O
58,4,2,78.41,1.44,5.177,5.212,5.306,5.396,-5.687,6.465,1.755,0.778,69.93,52.55,0.0222,0.0045,0.0018,0.0009,5227,CN(CCCCSC(=[NH2])[NH])C
59,4,2,72.55,4.73,5.295,5.494,5.847,5.97,-6.746,6.512,1.315,-0.234,127.62,51.39,0.0002,0.0013,0.0372,0.0004,4573,N[C@H](C(=O)O)COCc1ccccc1
60,0,0,0.0,0.03,4.477,4.682,4.891,4.925,-5.954,5.135,5.021,-0.819,78.86,77.31,0.0057,0.1384,0.7628,0.1674,7076,c1cc(cc(c1)c1ccccc1)c1ccccc1
61,0,0,45.82,4.98,3.743,3.866,4.268,4.491,-7.029,4.754,2.735,-2.275,51.79,45.2,0.0,0.0156,0.0003,0.1835,7426,Cc1cc(cc(c1)C)N(=O)=O
62,1,0,12.89,1.81,4.831,5.196,5.362,6.155,-6.746,6.21,1.39,-0.536,22.66,29.2,0.0042,0.0001,0.0574,0.0455,7975,Cc1ccccn1
63,5,2,89.62,5.22,5.389,5.819,6.09,6.191,-6.743,6.585,0.052,-0.158,117.29,36.72,0.0022,0.0013,0.0008,0.0082,528,CC(=O)OCC[C@@H](C(=O)O)N
64,4,2,74.6,3.69,2.788,3.021,3.055,3.789,-6.006,3.491,1.873,-2.514,204.83,63.8,0.0,0.0,0.1437,0.0394,6688,Oc1ccc(c2c1C(=O)c1ccccc1C2=O)O
65,2,1,43.09,4.24,6.256,6.308,6.333,7.213,-7.135,7.919,0.192,0.784,51.73,14.64,0.0018,0.001,0.0255,0.0118,178,CC(=N)O
66,2,1,43.09,4.71,4.997,5.105,5.348,5.76,-6.846,5.782,1.486,-1.064,93.12,34.54,0.0126,0.0092,0.1451,0.0121,2331,OC(=N)c1ccccc1
67,3,2,64.93,2.32,3.077,3.403,3.883,4.316,-4.993,3.532,3.715,-1.461,208.81,68.06,0.0195,0.2123,0.0005,0.1754,7099,Nc1ccc2c(c1)nc1c(c2)ccc(c1)N
68,6,1,78.85,3.63,4.919,4.98,5.235,5.431,-5.87,5.415,1.299,-0.454,159.13,54.38,0.1819,0.0506,0.0416,0.0107,5270,N[C]1N=C[N]c2c1ncn2[C@@H]1CCCO1
69,1,1,38.8,1.95,5.257,5.862,6.367,6.471,-6.348,7.14,1.716,0.792,-4.98,29.27,0.0116,0.0319,0.009,0.0099,8012,CCCCS
70,3,3,58.28,1.52,4.495,4.763,5.012,5.095,-5.358,5.361,1.447,0.003,129.55,38.94,0.0013,0.0121,0.0318,0.0082,1663,NNCc1cccc(c1)O
71,5,3,109.32,4.32,5.41,5.658,5.953,5.962,-7.165,6.327,-0.247,-0.838,219.84,33.58,0.0329,0.0044,0.0205,0.0255,1233,OC(=O)[C@H](c1onc(c1)O)N
72,4,3,93.36,2.35,5.641,5.965,6.464,6.533,-6.395,7.717,0.603,1.322,115.35,35.04,0.0103,0.0041,0.0365,0.0004,1726,NCCCCP(=O)(O)O
73,5,1,75.58,5.31,2.965,3.683,4.804,5.46,-5.782,4.77,0.068,-1.012,72.03,57.47,0.0017,0.0067,0.0388,0.0044,4524,CNCCCCCCN(N([N][O])O)C
74,2,0,26.3,1.91,5.797,6.972,7.456,7.534,-7.23,7.693,1.348,0.463,-14.12,32.24,0.0012,0.0366,0.0143,0.005,7758,CC[C@H](OC(=O)C)C
75,2,1,37.3,4.41,4.132,6.166,6.329,6.396,-6.645,6.093,2.153,-0.552,32.15,51.58,0.0001,0.0005,0.0035,0.0207,7888,O=CC[C@H](CCCC(O)(C)C)C
76,4,0,48.42,3.87,4.282,4.632,4.925,4.965,-6.743,5.287,1.417,-1.456,55.74,53.72,0.0008,0.0106,0.003,0.0005,6260,O=C(c1cccnc1)OC[C@@H]1CCCO1
77,3,0,51.75,3.61,5.242,5.754,5.824,6.414,-7.448,6.248,2.103,-1.2,30.19,40.62,0.0137,0.0031,0.1064,0.016,6630,COS(c1ccccc1)([O])[O]
78,3,0,43.37,4.38,5.291,5.695,6.598,6.928,-7.785,6.909,-0.15,-0.876,31.18,20.71,0.0011,0.0,0.0,0.01,7922,O=C1CCC(=O)O1
79,4,2,93.17,0.36,3.169,3.857,5.057,5.535,-6.934,4.555,-0.43,-2.378,94.24,26.44,0.0081,0.0213,0.0016,0.0063,98,OC(=O)C(=O)CS
80,1,0,3.24,1.56,4.389,4.424,4.965,4.996,-4.895,5.265,2.061,0.37,17.5,45.62,0.0418,0.028,0.0148,0.0003,7471,Cc1ccc(cc1)N(C)C
81,2,1,37.3,5.29,4.259,4.373,4.486,5.574,-6.585,4.645,1.784,-1.94,103.33,43.11,0.0001,0.6048,0.0161,0.1396,8784,OC(=O)/C=C/c1ccccc1
82,5,1,64.99,4.53,3.755,3.857,4.308,4.775,-5.97,4.112,1.81,-1.859,121.66,62.59,0.1239,0.3559,0.0004,0.0016,7021,COc1cc(/C=C/C(=O)O)cc(c1OC)OC
83,5,3,94.83,3.62,5.353,5.534,6.11,6.607,-7.486,6.876,-0.067,-0.61,156.73,40.51,0.0041,0.0018,0.0011,0.0015,77,OC(=O)C[C@@](C(=O)O)(C(C)C)O
84,2,1,24.92,1.23,4.578,4.888,4.938,5.229,-5.853,5.29,1.234,-0.563,48.51,41.62,0.0127,0.003,0.0004,0.0002,2366,CNCCc1ccccn1
85,0,0,0.0,0.36,6.523,6.914,6.948,7.012,-6.773,7.494,1.972,0.721,-46.5,25.68,0.0383,0.0426,0.0116,0.302,8004,CCCC=C
86,1,0,3.24,0.96,5.143,5.676,5.801,5.861,-5.595,7.627,0.65,2.033,-0.68,30.85,0.0155,0.0021,0.0003,0.0262,8454,CN1CCCC1
87,0,0,0.0,0.05,7.913,7.929,8.0,8.152,-7.965,10.438,3.757,2.474,-28.56,45.38,0.0117,0.0184,0.0,0.0,8141,CCCCCCCCC
88,4,2,86.18,3.58,2.556,2.891,3.005,3.447,-5.516,3.053,2.789,-2.463,223.2,68.56,0.2014,0.0028,0.0002,0.0,8511,Nc1cccc2c1C(=O)c1c(C2=O)cccc1N
89,4,2,74.6,4.14,3.136,3.964,4.123,4.937,-6.814,4.256,0.659,-2.558,156.34,40.43,0.0,0.3162,0.0076,0.0,355,Oc1ccc(cc1)C(=O)C(=O)O
90,3,2,49.33,4.81,4.991,5.304,5.579,5.704,-6.055,6.289,0.399,0.234,100.35,37.33,0.0102,0.0053,0.0053,0.0067,4498,OC(=O)[C@@H]1CCCNC1
91,2,0,26.3,1.73,5.308,5.679,5.898,6.08,-6.569,6.525,2.818,-0.044,15.61,61.53,0.0003,0.0024,0.0619,0.0029,8792,CC(CC(=O)OCCc1ccccc1)C
92,1,1,26.02,1.62,4.655,4.736,5.373,5.474,-5.331,5.587,2.158,0.256,57.31,35.81,0.041,0.0045,0.0197,0.0143,7934,Cc1cccc(c1)N
93,1,1,20.23,1.46,6.327,7.379,7.539,7.666,-7.102,9.225,1.169,2.123,-7.28,27.31,0.0006,0.0144,0.0081,0.017,6276,CCCCCO
94,1,0,12.89,2.19,4.849,5.137,5.518,6.301,-6.874,6.261,1.082,-0.612,17.82,24.24,0.0044,0.0,0.0392,0.0159,1049,c1cccnc1
95,5,3,90.41,7.81,5.105,5.405,5.817,5.984,-6.223,6.882,-0.304,0.659,140.11,32.31,0.0083,0.0031,0.0051,0.0011,586,OC(=O)CN(C(=[NH2])[NH])C
96,2,0,34.14,6.01,2.259,2.866,3.408,3.637,-6.607,3.627,2.733,-2.98,136.29,60.54,0.0,0.0398,0.0,0.0263,6763,O=C1C(=O)c2ccccc2c2c1cccc2
97,3,3,52.49,2.04,4.63,4.932,5.023,5.119,-5.508,5.393,1.036,-0.114,92.6,47.01,0.0179,0.0695,0.0278,0.0775,7172,CNC[C@@H](c1ccc(cc1)O)O
98,2,0,36.68,5.68,4.592,5.142,5.195,5.695,-7.644,5.81,0.953,-1.834,56.56,28.95,0.0015,0.0022,0.102,0.1755,7522,N#Cc1ccccn1
99,1,0,17.07,2.2,4.089,5.581,6.096,6.177,-6.251,5.91,3.716,-0.34,35.34,60.58,0.0005,0.0021,0.0063,0.0016,8403,O=C(C1CCCCC1)C1CCCCC1
100,1,0,38.66,2.85,3.398,5.401,6.044,6.102,-7.314,5.312,1.73,-2.003,-13.45,31.97,0.0008,0.0857,0.0025,0.001,8053,[O][N]OCCC(C)C
101,4,3,83.55,4.58,5.5,6.251,6.544,6.724,-6.985,7.323,-0.909,0.337,125.45,22.18,0.001,0.0042,0.0051,0.018,617,OC[C@@H](C(=O)O)N
102,4,3,103.2,1.56,5.313,5.406,5.717,5.873,-6.071,6.689,0.59,0.618,122.05,33.56,0.0011,0.0057,0.0164,0.0379,4070,[NH]C(=[NH2])NCCS
103,2,0,40.13,10.74,4.375,4.43,4.779,4.792,-5.116,5.665,-1.558,0.55,80.89,28.35,0.0002,0.0247,0.0,0.0002,247,[O]C(=O)C[N](C)(C)C
104,1,1,26.02,1.42,5.572,6.39,6.462,6.792,-6.237,8.46,1.301,2.223,29.01,24.05,0.0084,0.0217,0.0031,0.0197,6558,NCC(C)C
105,4,3,77.76,2.24,5.461,6.435,6.936,7.166,-7.285,7.236,-1.576,-0.049,89.82,20.63,0.0011,0.0042,0.0043,0.0023,752,OC[C@@H](C(=O)O)O
106,1,0,9.23,1.44,4.864,5.271,5.417,5.69,-5.72,5.755,2.424,0.035,-8.67,47.04,0.0454,0.062,0.069,0.0274,8815,COc1ccc(cc1)CC=C
107,4,1,70.39,4.79,3.973,4.363,4.562,4.658,-5.023,5.298,1.831,0.275,78.18,64.71,0.001,0.0012,0.0003,0.0344,5374,C=CCN1CCc2c(CC1)sc(=N)[nH]2
108,2,1,29.46,2.39,6.245,6.518,6.783,6.987,-7.061,7.246,0.181,0.185,-36.83,27.92,0.0235,0.0026,0.0086,0.0069,8116,OCCOCC=C
109,1,1,26.02,1.36,5.522,6.226,6.343,6.487,-6.188,8.087,2.862,1.899,26.36,43.28,0.0096,0.0183,0.0051,0.0069,7719,CCCC[C@H](CN)CC
110,1,0,12.89,2.65,4.922,5.156,5.461,6.141,-6.792,6.294,1.39,-0.498,22.66,29.2,0.0044,0.0003,0.0283,0.0022,7963,Cc1ccncc1
111,1,0,12.89,1.73,4.349,4.409,4.499,5.177,-6.191,4.95,2.543,-1.241,67.99,46.71,0.0013,0.0336,0.03,0.0,7060,Cc1ccc2c(n1)cccc2
112,0,0,0.0,0.23,5.306,5.92,5.991,6.206,-6.416,6.514,3.2,0.098,5.16,45.83,0.0012,0.0261,0.0001,0.0003,8680,CC[C@H](c1ccccc1)C
113,5,3,94.83,4.72,5.593,5.889,6.094,6.284,-7.717,6.898,-0.211,-0.819,145.71,40.47,0.0033,0.0011,0.0071,0.0027,36,CC([C@@H]([C@@H](C(=O)O)O)C(=O)O)C
114,1,1,38.8,1.84,5.296,5.861,6.232,6.6,-6.343,7.086,1.325,0.743,-4.31,24.46,0.0165,0.0444,0.0036,0.0036,6364,CC(S)C
115,2,0,26.3,1.58,5.85,6.998,7.501,7.705,-7.295,7.753,2.13,0.457,-15.45,41.85,0.0006,0.0182,0.0061,0.0106,7826,CCCCCCC(=O)OC
116,0,0,0.0,0.82,4.231,4.359,5.278,5.35,-5.467,4.71,2.938,-0.756,79.91,51.77,0.0899,0.0088,0.0,0.0394,6734,c1cc2cccc3c2c(c1)CC3
117,3,2,63.32,6.63,5.49,5.994,6.359,6.747,-6.629,7.372,0.51,0.743,106.17,25.82,0.002,0.0049,0.0132,0.0017,119,NCCCC(=O)O
118,1,0,12.89,2.46,4.362,4.849,5.016,5.192,-6.735,5.339,1.725,-1.396,11.96,34.33,0.0023,0.0279,0.3591,0.0001,7502,C=Cc1ccncc1
119,1,1,20.23,1.55,4.552,4.914,5.014,5.08,-5.744,5.2,3.059,-0.544,81.56,53.9,0.2184,0.0013,0.1536,0.0081,7017,Oc1ccccc1c1ccccc1
120,2,1,81.07,6.76,3.164,3.763,4.232,4.328,-5.788,3.799,2.29,-1.989,98.38,46.16,0.0692,0.0,0.1541,0.0004,7447,COc1ccc(cc1N)N(=O)=O
121,2,2,38.05,0.46,4.626,4.792,4.81,5.208,-5.276,5.336,2.172,0.06,87.25,46.53,0.0003,0.0003,0.001,0.008,5929,NN[C@H](Cc1ccccc1)C
122,1,0,9.23,1.1,6.243,6.744,6.848,6.857,-6.569,8.787,1.82,2.218,-35.51,32.04,0.01,0.0006,0.0068,0.0185,7914,CC(OC(C)C)C
123,2,0,26.3,1.5,4.76,6.212,6.367,7.182,-7.423,6.223,0.345,-1.2,-33.39,22.15,0.0001,0.1732,0.2597,0.0012,7294,COC(=O)C=C
124,2,2,53.09,5.13,4.079,4.368,4.737,4.804,-5.649,4.591,1.234,-1.059,171.34,46.59,0.1007,0.1186,0.0008,0.0016,1340,Oc1cccc2c1ccnc2O
125,2,0,40.13,12.18,3.717,3.836,4.27,4.383,-4.435,5.021,-0.777,0.585,79.56,37.97,0.0008,0.0013,0.0026,0.0015,725,[O]C(=O)CCC[N](C)(C)C
126,2,0,26.3,3.99,5.066,5.3,5.476,5.848,-6.506,6.003,1.538,-0.503,56.56,40.79,0.0136,0.0627,0.0328,0.0042,660,O=C1CCc2c(O1)cccc2
127,1,0,9.23,1.32,5.641,5.742,5.952,6.095,-5.861,6.395,1.29,0.533,-75.38,21.48,0.0422,0.5241,0.0178,0.0569,8024,C=COC=C
128,4,2,88.77,5.49,4.35,5.091,5.304,5.576,-6.109,5.053,2.178,-1.056,138.97,40.71,0.0543,0.0079,0.0589,0.0078,8474,Nc1cccc(c1)S([O])([O])O
129,2,0,26.3,1.5,5.843,6.117,6.422,6.433,-6.577,7.07,3.712,0.493,-35.95,65.42,0.0007,0.0067,0.0368,0.0866,7781,CCC(=O)OCC[C@H](CCCC(=C)C)C
130,1,1,26.02,1.62,4.662,4.785,5.252,5.399,-5.279,5.63,2.467,0.351,62.15,40.78,0.0116,0.0367,0.0014,0.0143,6893,Cc1c(C)cccc1N
131,3,2,75.17,1.93,4.942,5.252,5.4,5.423,-6.191,5.938,2.613,-0.253,101.0,50.1,0.0016,0.0007,0.0162,0.0022,5138,[NH]C(=[NH2])SCc1ccccc1
132,4,2,58.92,4.18,5.033,5.517,5.644,5.795,-6.014,5.957,0.427,-0.057,50.44,51.36,0.0441,0.0057,0.0659,0.0046,3516,OC[C@H](COc1ccccc1OC)O
133,4,0,52.6,2.47,5.747,5.89,6.685,6.81,-7.47,7.589,-0.278,0.12,-1.02,28.72,0.0012,0.0007,0.0014,0.0077,7943,COC(=O)CC(=O)OC
134,3,1,49.66,1.76,3.811,4.931,6.05,6.156,-6.631,5.255,0.132,-1.377,91.04,37.62,0.0011,0.0005,0.0013,0.2411,1194,OC(=O)C1=NCCCC1
135,2,2,40.46,2.23,6.328,6.355,6.57,7.03,-6.836,8.52,1.698,1.684,52.64,50.47,0.0223,0.0096,0.0031,0.0054,6651,C[C@]1(O)CC[C@@H](CC1)C(O)(C)C
136,4,2,75.68,5.25,5.513,5.907,6.172,6.421,-7.121,7.091,-0.242,-0.03,124.7,24.7,0.0014,0.0052,0.0164,0.0035,908,OC(=O)CNC=N
137,1,0,17.07,3.0,3.737,4.73,5.163,5.545,-6.724,5.252,1.889,-1.472,38.21,36.64,0.0001,0.0221,0.2458,0.0,7410,CC(=O)c1ccccc1
138,4,0,58.86,1.31,4.677,5.072,5.204,5.331,-6.528,5.478,1.93,-1.05,125.46,46.97,0.0209,0.0787,0.0,0.0009,7040,O=C=Nc1cccc(c1C)N=C=O
139,3,1,60.36,13.39,3.754,4.006,4.266,4.325,-4.411,5.004,-1.806,0.593,98.18,39.13,0.0009,0.0079,0.0072,0.0005,288,O[C@@H](C[N](C)(C)C)CC(=O)[O]
140,4,2,64.71,4.62,4.609,5.03,5.055,5.342,-5.557,5.372,1.785,-0.185,90.91,57.88,0.0842,0.0002,0.0356,0.0034,6082,COc1ccc(c(c1)[C@H]([C@@H](N)C)O)OC
141,2,1,43.09,4.33,6.054,6.332,6.464,7.0,-7.042,7.769,0.582,0.727,51.07,19.44,0.0019,0.01,0.0146,0.0083,6578,CCC(=N)O
142,2,2,52.04,2.25,5.558,5.573,6.145,6.208,-6.193,8.057,3.425,1.864,79.28,55.6,0.0329,0.0284,0.0013,0.0151,1317,NCCCCCCCCCCN
