,HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
1020,4,3,97.79,8.98,4.121,4.248,4.816,5.008,-5.407,4.993,0.097,-0.414,200.85,33.67,0.0238,0.0298,0.0046,0.0027,2944,NC1=CC(=[N]=C(N1)[NH])O
1021,4,3,102.12,3.64,5.361,5.449,5.692,5.783,-6.58,6.544,0.807,-0.035,136.79,38.6,0.0096,0.0056,0.0006,0.0019,5852,N[C@H](C(S)(C)C)C(=O)O
1022,3,2,63.32,4.21,5.451,5.75,5.867,6.171,-6.569,6.765,0.755,0.196,105.51,30.63,0.003,0.0047,0.0022,0.0226,6287,N[C@H](C(=O)O)C(C)C
1023,3,2,57.53,5.17,4.851,5.376,5.479,5.573,-6.37,5.676,1.019,-0.694,124.62,40.01,0.0251,0.0023,0.0396,0.0979,127,OC(=O)Cc1ccc(cc1)O
1024,3,1,54.37,5.51,4.41,4.826,5.554,5.863,-7.102,5.41,0.05,-1.693,83.65,23.31,0.0004,0.0019,0.0012,0.0002,1112,O=CCCC(=O)O
1025,2,1,37.3,2.04,4.256,5.761,6.595,6.71,-6.574,6.049,-0.432,-0.525,15.44,17.9,0.0001,0.0073,0.0082,0.0527,8299,CC(=O)CO
1026,3,2,63.32,3.92,5.283,5.45,6.514,6.769,-6.555,6.906,0.899,0.351,105.51,30.63,0.0036,0.0116,0.0032,0.0044,824,CCC[C@@H](C(=O)O)N
1027,2,1,37.3,4.63,5.019,5.136,5.213,5.352,-6.555,5.864,2.903,-0.691,114.04,62.47,0.0169,0.0344,0.025,0.0072,8333,OC(=O)C(c1ccccc1)c1ccccc1
1028,2,0,20.31,2.44,3.167,3.767,4.595,4.751,-5.663,4.185,2.6,-1.478,37.53,63.57,0.0057,0.0027,0.0098,0.0258,7029,CCN([C@H](C(=O)c1ccccc1)C)CC
1029,2,0,20.31,6.32,3.831,4.164,4.514,4.751,-5.494,4.433,1.565,-1.061,47.44,46.04,0.0001,0.4803,0.0499,0.0204,7479,O=Cc1ccc(cc1)N(C)C
1030,4,0,43.6,6.64,5.8,6.161,6.66,6.744,-7.366,7.219,0.4,-0.147,77.42,36.35,0.0008,0.0085,0.0063,0.0698,5917,C1CCn2c(CC1)nnn2
1031,3,0,51.75,4.16,5.185,5.637,5.785,6.38,-7.197,6.136,2.801,-1.061,34.37,50.39,0.0074,0.2009,0.0027,0.007,6638,CCOS(c1ccc(cc1)C)([O])[O]
1032,3,3,60.69,2.73,4.647,4.993,5.011,5.143,-5.448,5.965,0.803,0.517,125.24,32.51,0.0014,0.0102,0.0009,0.0,1057,Oc1c(O)cccc1O
1033,6,0,72.49,4.32,3.425,3.638,4.35,4.739,-5.633,3.834,-0.291,-1.799,39.51,70.34,0.0002,0.3994,0.0389,0.0058,4255,CCOC(=O)/N=C/1\C[N]N([CH]1)N1CCOCC1
1034,5,3,113.4,3.83,5.164,5.411,5.664,5.751,-7.546,6.504,-0.156,-1.042,149.34,32.81,0.0025,0.0005,0.0012,0.0027,6268,OC(=O)C[C@@H](C(=O)O)S
1035,2,2,46.25,2.62,5.739,5.983,6.255,6.338,-6.109,7.818,1.975,1.709,56.0,44.48,0.0335,0.0099,0.0082,0.0034,3590,C[C@@H](CCCC(O)(C)C)N
1036,3,1,67.15,4.51,4.27,4.561,4.97,5.079,-5.298,5.638,1.306,0.34,67.21,26.52,0.0007,0.0002,0.1024,0.0014,2155,N=c1scc[nH]1
1037,1,0,17.07,2.85,4.115,5.184,5.336,5.487,-6.512,5.878,1.818,-0.634,37.55,41.22,0.0006,0.0021,0.007,0.0051,7707,O=CCCc1ccccc1
1038,1,0,9.23,1.05,5.845,6.072,6.311,6.633,-6.049,7.328,1.947,1.279,-56.11,31.57,0.047,0.0002,0.0011,0.0628,8108,CCCCOC=C
1039,2,0,21.59,0.92,4.904,5.552,6.354,6.63,-6.694,6.482,1.112,-0.212,-6.63,35.76,0.0008,0.059,0.0003,0.0196,5385,COC(CN=C)(C)C
1040,1,1,111.87,4.29,3.412,3.773,3.881,4.081,-7.334,4.128,3.768,-3.206,125.73,65.5,0.0414,0.0,0.0,0.0958,6950,CC[C@H](c1cc(cc(c1O)N(=O)=O)N(=O)=O)C
1041,0,0,0.0,0.04,7.751,7.921,7.956,8.251,-8.251,10.338,2.442,2.087,-7.88,30.7,0.0314,0.0439,0.0653,0.0448,6403,CCC(C)(C)C
1042,2,2,40.46,0.51,4.236,4.311,4.916,4.967,-5.562,4.806,2.251,-0.756,129.6,47.99,0.0496,0.0395,0.0,0.0002,7091,Oc1cc2ccccc2cc1O
1043,3,2,57.53,6.35,5.015,5.335,5.574,5.728,-6.493,5.902,1.409,-0.59,123.96,44.82,0.0479,0.0003,0.0052,0.021,873,OC(=O)CCc1ccccc1O
1044,5,3,100.62,5.12,3.614,4.058,4.526,4.913,-5.736,3.649,0.255,-2.087,205.0,36.26,0.5521,0.0,0.0001,0.0177,28,OC(=O)/C=C/C=C(\C(=O)O)/N
1045,1,0,9.23,0.88,5.803,6.059,6.246,6.597,-6.071,7.325,1.802,1.254,-56.11,31.57,0.0378,0.0027,0.0099,0.0318,7992,C=COCC(C)C
1046,1,0,29.43,4.38,4.701,4.701,5.525,5.526,-4.928,6.653,0.211,1.725,-28.1,22.8,0.0174,0.0174,0.0001,0.0044,1145,C[N]([O])(C)C
1047,2,0,21.76,1.64,6.185,6.694,6.793,6.962,-7.012,7.263,0.588,0.25,-42.48,30.54,0.0233,0.008,0.0241,0.0447,7838,C=CCOC[C@@H]1CO1
1048,2,2,46.25,3.11,5.305,5.829,5.918,5.929,-6.455,6.49,1.379,0.035,79.35,40.08,0.0019,0.0427,0.0003,0.007,1000,NC[C@H](c1ccccc1)O
1049,3,1,62.75,3.24,7.13,7.694,7.793,7.982,-8.362,9.146,0.585,0.784,57.74,17.46,0.0037,0.0058,0.0992,0.0087,6395,CS(O)([O])[O]
1050,3,1,55.98,4.16,4.595,4.826,4.978,5.107,-7.14,5.663,0.881,-1.478,108.63,32.33,0.0068,0.0017,0.028,0.0372,936,OC(=N)c1cccnc1
1051,1,1,20.23,1.63,4.895,4.959,5.364,5.695,-5.932,5.415,3.643,-0.517,44.89,66.54,0.0121,0.4379,0.0036,0.0406,7584,CCCCC/C(=C\c1ccccc1)/CO
1052,1,1,20.23,1.21,5.605,5.84,5.961,6.071,-6.076,6.999,2.751,0.922,2.61,50.87,0.0053,0.0018,0.0216,0.0044,7793,OCC[C@H](CCC=C(C)C)C
1053,0,0,0.0,0.0,5.099,5.596,5.692,5.822,-5.87,6.161,2.92,0.291,21.67,46.31,0.0054,0.0,0.0327,0.006,7269,Cc1cc(C)c(cc1C)C
1054,4,2,86.18,4.1,5.951,5.964,6.289,6.328,-7.396,7.407,0.138,0.011,126.04,27.16,0.0049,0.0022,0.0138,0.0133,8036,OC(=N)CCC(=N)O
1055,2,1,49.81,4.16,5.829,6.748,6.94,7.162,-6.966,7.932,0.559,0.966,63.58,18.99,0.0143,0.0015,0.0114,0.0078,1647,NCCC#N
1056,4,3,83.55,4.94,4.953,5.212,5.393,5.426,-6.455,5.804,1.177,-0.65,178.87,42.72,0.0394,0.002,0.0018,0.0009,1217,OC(=O)[C@H](c1cccc(c1)O)N
1057,1,1,3.24,1.91,6.618,8.507,8.507,9.906,-6.868,9.007,0.324,2.139,110.39,4.73,0.1251,0.0011,0.0011,0.0161,222,N
1058,4,0,60.98,1.19,6.991,7.328,7.679,7.745,-8.085,8.781,0.605,0.697,-7.48,22.86,0.0026,0.0,0.013,0.0,6497,COS(=O)(=O)OC
1059,2,0,26.3,2.12,4.897,4.91,5.211,6.168,-6.727,5.636,1.782,-1.091,34.1,42.69,0.0137,0.0002,0.341,0.1206,7455,COC(=O)c1ccc(cc1)C
1060,1,1,20.23,1.3,4.154,4.351,4.75,5.323,-5.423,4.659,2.545,-0.765,88.63,45.97,0.0733,0.0245,0.0,0.0006,7005,Oc1cccc2c1cccc2
1061,2,1,33.12,1.13,4.787,5.087,5.337,5.904,-6.887,6.166,0.574,-0.721,41.27,30.36,0.0044,0.0,0.0442,0.0348,7510,OCc1cccnc1
1062,3,1,46.53,2.92,4.332,4.384,5.055,5.479,-6.052,4.787,2.126,-1.265,92.44,61.42,0.0469,0.0093,0.1826,0.2392,7140,O=C([C@@H](O)C)Oc1ccc2c(c1)cccc2
1063,0,0,0.0,0.0,8.369,8.384,8.576,8.619,-8.64,11.222,1.806,2.582,-25.23,21.34,0.0,0.0,0.0496,0.0082,7843,CCCC
1064,5,4,97.99,4.32,4.68,5.382,5.771,5.893,-7.17,5.984,-1.516,-1.186,141.57,38.43,0.0001,0.0771,0.0034,0.1451,1094,O[C@H]1CC(=C[C@@H]([C@@H]1O)O)C(=O)O
1065,3,1,46.53,2.31,5.538,6.243,6.725,6.9,-7.698,7.393,0.022,-0.305,27.0,14.58,0.0006,0.0007,0.0648,0.0105,6585,CC(=O)OO
1066,1,0,23.79,4.15,7.607,7.83,7.899,8.117,-8.612,9.606,1.7,0.993,8.0,25.9,0.0,0.0264,0.0002,0.0017,8061,CCCCC#N
1067,4,1,41.57,2.4,5.431,5.942,6.094,6.208,-6.104,7.712,0.315,1.608,47.94,48.85,0.0015,0.0212,0.0416,0.083,8431,CCOC(=O)N1CCNCC1
1068,1,0,3.24,0.62,4.841,4.994,5.312,5.398,-5.774,5.853,1.748,0.079,8.46,43.92,0.0004,0.0037,0.0008,0.0284,7681,CN(Cc1ccccc1)C
1069,1,1,26.02,1.33,5.214,5.388,5.69,5.798,-6.256,6.335,2.154,0.079,66.24,39.08,0.0031,0.0036,0.0459,0.0038,6993,NCc1ccccc1C
1070,1,1,20.23,1.71,5.301,5.888,6.023,6.094,-6.656,6.501,2.91,-0.155,23.11,51.8,0.0004,0.0243,0.0029,0.0122,3338,CCCC[C@@H](c1ccccc1)O
1071,1,1,19.03,2.38,4.529,4.623,4.686,4.823,-5.271,5.216,3.052,-0.054,99.08,70.2,0.0589,0.0113,0.0013,0.0251,6090,CCN(CCc1c[nH]c2c1cccc2)CC
1072,5,2,91.67,5.47,4.531,4.993,5.535,5.596,-6.988,5.516,1.455,-1.472,146.49,53.93,0.0002,0.0009,0.0019,0.0023,1755,O=C(CCC(=O)O)CCCCCC(=O)O
1073,4,1,49.41,2.81,4.974,5.249,5.434,5.542,-6.368,6.109,1.566,-0.259,110.0,62.84,0.0182,0.0015,0.0152,0.0078,3292,CCN1C(=O)[C@H](N=C1O)c1ccccc1
1074,3,1,54.37,1.29,3.212,4.773,6.191,6.781,-7.543,4.917,-0.73,-2.626,84.98,13.7,0.0,0.0001,0.0487,0.0573,760,O=CC(=O)O
1075,5,2,74.58,9.57,2.711,2.914,3.069,3.831,-5.842,3.358,0.662,-2.484,155.0,64.48,0.0007,0.0791,0.0064,0.0006,2600,OCCNC1=C/C(=N\C)/C(=O)c2c1ccnc2
1076,4,3,77.76,4.54,5.596,6.418,6.628,6.728,-7.108,7.497,-0.406,0.389,98.85,35.09,0.0011,0.0111,0.018,0.0025,449,OCC[C@](CC(=O)O)(O)C
1077,2,2,52.04,2.49,4.436,4.59,4.728,4.946,-4.974,5.595,2.322,0.62,107.47,40.22,0.0034,0.0306,0.0056,0.0107,7951,Cc1cc(N)cc(c1)N
1078,1,1,20.23,1.31,4.955,5.071,5.497,5.681,-5.758,5.821,3.08,0.063,52.42,52.54,0.0303,0.0,0.0016,0.0826,6643,CCC(c1ccc(cc1)O)(C)C
1079,2,0,42.52,4.61,6.996,7.2,7.636,7.74,-7.878,9.491,0.742,1.614,5.73,20.69,0.0743,0.0054,0.0,0.0662,6213,CS(=O)(=O)C
1080,2,2,52.04,2.51,4.131,4.207,4.317,4.85,-4.642,4.933,2.013,0.291,102.63,35.25,0.0438,0.0054,0.0034,0.0,7814,Nc1ccc(cc1)N
1081,2,0,6.48,0.68,5.327,5.434,5.749,5.863,-5.636,7.965,0.067,2.329,-20.63,31.94,0.027,0.0303,0.0267,0.0002,5829,CN(CN(C)C)C
1082,3,1,46.17,2.48,2.543,2.979,3.301,3.633,-5.614,3.01,2.577,-2.604,158.44,69.05,0.1251,0.0,0.0,0.0008,6706,CNc1cccc2c1C(=O)c1c(C2=O)cccc1
1083,2,0,34.14,0.01,2.559,2.816,3.413,4.703,-7.11,3.869,1.031,-3.241,63.89,37.91,0.0,0.0,0.0,0.2974,8718,CC1=CC(=O)C(=CC1=O)C
1084,6,4,130.66,4.98,5.477,6.084,6.572,6.806,-7.026,7.246,-0.724,0.22,193.17,32.0,0.0022,0.0059,0.0002,0.0377,3857,OC(=O)[C@H](CP(=O)(O)O)N
1085,3,1,41.46,4.99,2.622,2.916,3.56,4.176,-5.848,3.23,-0.671,-2.618,119.25,56.35,0.0195,0.065,0.0076,0.0299,5080,O=C1CN[C](c2c([N]1)cccc2)C
1086,2,1,37.3,4.07,3.612,3.995,4.495,4.679,-6.27,4.743,2.623,-1.527,104.73,58.34,0.004,0.0439,0.0183,0.2231,8348,Oc1ccccc1C(=O)c1ccccc1
1087,2,0,50.6,2.26,4.574,4.668,5.712,5.817,-6.37,5.864,2.408,-0.506,-7.29,36.52,0.0103,0.0023,0.0005,0.0365,8077,CCSSCC
1088,1,0,17.07,2.6,4.232,5.117,5.408,5.606,-6.373,5.766,1.818,-0.607,27.21,41.22,0.01,0.0008,0.0573,0.0405,7678,CC(=O)Cc1ccccc1
1089,7,3,108.18,5.13,3.788,4.09,4.468,4.931,-6.346,4.925,-0.106,-1.42,161.49,38.02,0.0029,0.0022,0.0008,0.0003,1606,NCCN(N([N][O])O)CCN
1090,2,1,37.3,4.89,4.8,4.953,5.753,5.907,-6.803,5.788,2.374,-1.015,66.55,48.89,0.0039,0.0163,0.1962,0.0109,1256,CC(=C)[C@@H]1CCC(=CC1)C(=O)O
1091,1,1,20.23,1.72,6.45,7.24,7.381,7.606,-7.075,9.176,0.779,2.101,-6.62,22.5,0.0089,0.0165,0.0193,0.0205,263,CCCCO
1092,2,0,20.31,3.22,4.453,4.929,5.02,5.216,-6.335,5.671,2.924,-0.664,46.03,64.57,0.0006,0.0879,0.0093,0.0349,2883,C/C=C/C(=O)N(c1ccccc1C)CC
1093,3,3,74.93,3.26,5.17,5.627,5.688,5.969,-6.074,6.746,-0.028,0.672,141.47,37.04,0.0062,0.0096,0.018,0.0139,776,N[C@H](CO)Cc1cnc[nH]1
1094,3,1,52.32,1.38,5.831,6.129,6.324,6.543,-6.925,7.695,2.118,0.77,99.42,45.84,0.0022,0.0006,0.0623,0.0006,3284,C#CC1(CCCCC1)OC(=N)O
1095,1,0,17.07,3.86,3.711,4.677,4.929,5.597,-6.836,5.238,2.623,-1.597,40.6,46.41,0.0001,0.0162,0.3753,0.0001,326,O=Cc1ccc(cc1)C(C)C
1096,5,5,92.95,1.8,5.362,5.633,6.189,6.21,-6.267,7.581,-2.638,1.314,97.67,40.21,0.0099,0.0013,0.0056,0.0029,1313,OC[C@H]([C@H]1NC[C@H]([C@H]1O)O)O
1097,6,0,71.06,2.57,5.806,5.809,6.483,6.523,-6.917,7.219,0.146,0.302,-22.24,54.92,0.0013,0.0012,0.0087,0.0017,8098,CC(=O)OCCOCCOCCOC(=O)C
1098,1,0,17.07,3.06,3.69,4.567,5.007,5.458,-6.482,5.157,2.506,-1.325,47.89,46.57,0.0001,0.0434,0.2815,0.0001,6985,Cc1ccc(c(c1)C)C(=O)C
1099,2,2,32.26,2.83,5.733,6.179,6.352,6.422,-6.387,8.261,0.759,1.875,19.23,34.92,0.0047,0.023,0.0419,0.0183,8132,CCCCNCCO
1100,4,2,88.62,2.08,4.885,5.136,5.231,5.504,-5.913,5.853,1.242,-0.06,113.81,43.03,0.0087,0.0001,0.0073,0.0066,6205,CCSCC[C@@H](C(=O)O)N
1101,1,1,26.02,1.22,5.189,5.365,5.65,5.768,-6.095,6.12,2.277,0.024,60.07,43.73,0.009,0.0633,0.0758,0.0108,3007,C[C@@H](Cc1ccccc1)N
1102,0,0,0.0,0.08,5.1,5.635,5.871,5.942,-6.15,6.31,2.612,0.161,16.83,41.34,0.0039,0.0171,0.0,0.0,7947,Cc1cc(C)cc(c1)C
1103,2,1,55.87,4.17,4.137,4.725,4.788,5.199,-7.181,5.459,1.757,-1.722,59.13,39.76,0.0005,0.0591,0.0492,0.1797,7414,SC(=O)c1ccccc1
1104,0,0,0.0,0.0,7.025,7.146,7.217,7.245,-7.431,9.894,3.367,2.463,15.94,45.96,0.0,0.0,0.0022,0.0001,7044,C1CC[C@@H]2[C@@H](C1)CCCC2
1105,1,1,74.5,7.23,3.472,3.519,4.05,4.286,-6.376,4.0,1.994,-2.376,150.23,44.92,0.1542,0.0,0.0003,0.0451,1893,O=N(=O)c1cccc2c1n[nH]c2
1106,4,2,76.46,4.79,3.932,4.829,5.045,5.181,-6.177,5.206,0.504,-0.971,137.05,34.67,0.0,0.089,0.0188,0.0004,3841,NCc1cc(=O)c(co1)O
1107,3,2,49.33,5.09,5.509,5.923,6.277,6.398,-6.833,7.208,0.542,0.376,100.35,37.33,0.0007,0.0102,0.005,0.007,849,OC(=O)[C@H]1CCCCN1
1108,4,4,80.92,3.64,4.233,4.569,4.77,4.87,-5.11,5.614,0.509,0.503,166.21,34.53,0.0017,0.0,0.0531,0.0004,12,Oc1cc(O)c(c(c1)O)O
1109,1,0,17.07,2.53,4.445,6.113,6.743,6.779,-6.572,6.354,2.156,-0.218,-5.84,35.96,0.0,0.0121,0.0011,0.0005,7802,CCCCC(=O)CC
1110,2,0,18.46,0.28,6.99,7.119,7.419,7.511,-7.249,9.87,0.237,2.62,-42.47,18.7,0.0044,0.0232,0.0066,0.0154,8020,COCOC
1111,4,2,74.6,4.83,5.436,5.66,6.035,6.586,-7.464,6.626,0.326,-0.838,169.02,32.13,0.0043,0.0009,0.0135,0.0075,2568,OC(=O)C1(CCC1)C(=O)O
1112,5,4,85.61,3.89,4.736,4.835,5.21,5.21,-6.191,5.44,1.092,-0.751,140.59,65.39,0.0632,0.0695,0.0001,0.0026,4845,OCc1nc(ccc1O)[C@H](CNC(C)(C)C)O
1113,5,3,104.24,2.14,3.079,3.566,3.95,4.034,-6.395,4.035,0.967,-2.359,194.76,54.26,0.0134,0.0093,0.0073,0.0097,2138,OC(=O)C(=O)Cc1ccc(cc1)C(=[NH2])[NH]
1114,2,1,29.26,0.51,5.132,5.406,5.608,5.618,-5.578,7.674,0.679,2.095,52.9,38.36,0.0205,0.006,0.0046,0.0118,1344,NCCN1CCCC1
1115,4,2,74.6,0.49,4.043,4.436,5.288,5.404,-8.27,5.459,-0.841,-2.811,146.43,23.05,0.0001,0.0007,0.0003,0.1177,371,OC(=O)C#CC(=O)O
1116,1,1,20.23,1.46,6.543,7.136,7.341,7.447,-7.091,9.004,1.413,1.913,-7.94,32.12,0.0225,0.0061,0.0012,0.0006,7910,CC(C[C@H](O)C)C
1117,1,0,36.28,4.12,5.309,5.519,5.602,6.064,-5.91,6.759,1.395,0.849,16.65,27.51,0.0275,0.0091,0.015,0.0137,1128,O=S1CCCC1
1118,5,3,94.83,2.14,5.694,5.883,6.69,6.972,-8.289,7.282,-1.484,-1.007,148.36,21.24,0.0032,0.0029,0.0019,0.0407,45,OC(C(=O)O)C(=O)O
1119,5,3,86.63,6.93,5.375,5.554,5.594,5.751,-6.863,6.485,0.655,-0.378,157.68,57.86,0.0006,0.003,0.0015,0.0138,3816,OC(=O)C[C@@H]1[C@@H](CN[C@@H]1C(=O)O)C(=C)C
1120,4,1,71.47,3.51,4.136,4.467,5.117,5.28,-6.174,5.494,0.545,-0.68,74.95,39.63,0.0074,0.014,0.0074,0.0152,2773,O=C1CCS[C@H]1/N=C(/O)\C
1121,2,2,64.82,1.08,5.337,5.748,5.916,6.129,-6.392,7.08,1.99,0.688,47.95,41.59,0.004,0.0353,0.0375,0.0177,3861,SC[C@H](CC(C)C)N
1122,4,2,84.41,3.77,4.218,6.15,6.248,6.504,-7.276,6.174,-0.637,-1.102,94.15,22.92,0.0007,0.0097,0.0265,0.0015,490,O=CCP(=O)(O)O
1123,0,0,0.0,0.08,8.156,8.284,8.285,8.876,-8.645,10.985,1.662,2.34,-25.23,21.34,0.0044,0.0817,0.0818,0.0088,6360,CC(C)C
1124,3,2,49.33,4.87,4.026,4.799,5.372,5.785,-6.253,5.086,0.32,-1.167,113.56,36.86,0.0004,0.0034,0.0056,0.2281,3532,OC(=O)C1=CCCNC1
1125,1,0,17.07,2.42,4.427,6.046,6.705,6.75,-6.572,6.329,2.402,-0.242,-6.5,40.77,0.0,0.0107,0.002,0.0002,7822,CC[C@H](CC(=O)CC)C
1126,1,0,17.07,3.07,4.205,6.082,6.466,6.539,-6.378,6.055,1.52,-0.324,17.41,29.04,0.0,0.0067,0.0092,0.0128,7967,O=C1CCCCC1
1127,1,1,66.05,5.98,3.678,3.723,4.271,4.845,-6.569,4.471,2.132,-2.098,87.92,42.25,0.0118,0.0507,0.0023,0.1371,8391,Cc1ccc(c(c1)N(=O)=O)O
1128,2,1,37.3,1.75,4.065,6.12,6.338,7.039,-6.95,5.951,-0.822,-0.999,26.44,13.09,0.0001,0.008,0.004,0.0056,756,OCC=O
1129,5,3,86.63,4.46,5.334,5.647,5.848,6.05,-7.1,6.479,-0.785,-0.62,178.18,34.3,0.0008,0.0008,0.0023,0.001,5370,OC(=O)[C@@H]1C[C@H](N1)C(=O)O
1130,3,3,58.28,2.27,5.685,5.755,6.003,6.25,-6.351,8.359,-0.382,2.008,74.81,28.01,0.0106,0.0023,0.0025,0.0064,8112,NCCNCCO
1131,0,1,57.85,4.45,2.872,3.767,4.13,4.21,-5.728,3.421,3.935,-2.308,117.24,64.81,0.1642,0.0004,0.0008,0.0095,8407,O=N(=O)c1ccccc1Nc1ccccc1
1132,7,1,82.05,3.75,4.503,5.017,5.442,5.453,-6.071,5.021,-1.185,-1.05,160.83,62.81,0.1364,0.0008,0.0047,0.0062,4977,C[C@@H](Cn1cnc2c1c(=O)n(C)c(=O)n2C)O
1133,3,2,63.32,4.01,5.338,5.539,5.747,5.993,-6.634,6.514,1.065,-0.12,84.25,34.96,0.0223,0.0008,0.0055,0.0057,5665,N[C@@H](C=C)CCC(=O)O
1134,2,1,37.3,4.78,4.708,5.02,5.527,5.95,-7.214,5.826,1.385,-1.388,94.64,33.4,0.0095,0.0141,0.1498,0.0234,243,OC(=O)c1ccccc1
1135,0,0,0.0,0.09,6.682,6.728,6.791,6.819,-7.143,9.304,5.029,2.161,56.44,75.38,0.0004,0.0046,0.0022,0.0011,1108,C1CC[C@H]2[C@H](C1)CC[C@@H]1[C@@H]2CC[C@@H]2[C@H]1CCC2
1136,3,2,63.32,3.75,5.276,5.419,5.643,5.746,-6.743,6.128,1.341,-0.615,137.23,45.5,0.0009,0.013,0.0017,0.0145,994,N[C@H](C(=O)O)Cc1ccccc1
1137,3,0,32.67,4.31,3.397,5.6,5.772,6.04,-5.951,5.241,1.092,-0.71,18.37,35.58,0.0009,0.1156,0.0928,0.0299,7526,O=NN1CCCCC1
1138,1,0,17.07,2.84,4.195,6.056,6.358,6.418,-6.387,6.038,2.546,-0.348,15.41,43.46,0.0,0.0027,0.0023,0.0159,7199,CCC[C@H]1CCCCC1=O
1139,0,0,0.0,0.07,5.187,5.759,5.78,6.1,-6.155,6.335,3.118,0.18,10.66,45.99,0.0036,0.031,0.0466,0.0032,7463,Cc1ccc(cc1)C(C)C
1140,1,1,38.8,1.23,4.717,4.732,5.221,5.47,-5.872,5.753,2.284,-0.12,32.92,38.66,0.0081,0.0104,0.1935,0.0108,7930,Cc1cccc(c1)S
1141,2,2,52.04,1.43,5.619,5.628,6.174,6.176,-6.221,8.534,0.695,2.313,83.93,21.95,0.0039,0.0215,0.0002,0.0039,428,NCCCN
1142,2,0,18.46,1.84,6.346,6.423,6.669,6.785,-6.694,8.999,1.45,2.305,-45.13,37.93,0.0126,0.0053,0.0033,0.0047,8145,COCCCCCOC
1143,4,0,44.76,3.96,3.767,3.963,4.346,5.285,-6.142,4.659,1.525,-1.483,55.41,51.31,0.0006,0.0328,0.2238,0.0073,6858,COc1cc(C=O)cc(c1OC)OC
1144,3,0,43.37,3.76,4.403,5.648,5.756,6.212,-6.795,6.289,0.775,-0.506,6.61,37.25,0.0002,0.002,0.0114,0.0057,701,CCOC(=O)[C@H](C(=O)C)C
1145,1,1,28.68,3.44,4.986,5.203,5.425,5.501,-6.068,5.728,1.563,-0.34,110.43,36.09,0.0532,0.0987,0.0011,0.0017,5798,c1ccc2c(c1)[nH]cn2
1146,1,0,9.23,1.49,4.987,5.437,5.663,5.793,-5.758,5.921,2.004,0.163,13.26,37.9,0.0378,0.005,0.0679,0.0053,7530,COc1cccc(c1)C
1147,6,4,130.66,3.6,5.412,5.834,5.977,6.391,-6.83,6.808,1.227,-0.022,189.85,56.04,0.0059,0.0005,0.0098,0.0135,3123,N[C@H](C(=O)O)CCCCCCP(=O)(O)O
1148,2,1,32.59,0.61,6.098,6.518,6.553,6.676,-6.768,7.031,0.466,0.264,47.86,16.14,0.0011,0.1734,0.0008,0.0001,7863,C/C=N/O
1149,4,3,102.12,3.48,5.277,5.62,5.888,6.086,-6.776,6.792,0.028,0.016,127.1,28.94,0.01,0.0004,0.0052,0.0412,594,N[C@H](C(=O)O)CS
1150,3,2,87.12,5.83,5.045,5.094,5.411,5.528,-6.174,5.663,0.595,-0.512,143.35,32.61,0.0814,0.0005,0.0235,0.0141,5448,NCc1cc(ns1)O
1151,1,1,71.84,7.12,3.777,3.897,4.343,4.464,-6.253,4.299,2.281,-1.954,92.27,39.67,0.0004,0.3355,0.0004,0.0008,7475,Nc1ccc(cc1)N(=O)=O
1152,4,1,63.6,7.12,3.54,3.661,4.016,4.754,-6.863,4.237,0.747,-2.626,57.74,42.68,0.0106,0.0358,0.0225,0.0287,7025,CO/C(=C/C(=O)O)/C(=O)C(=C)C
1153,6,4,128.8,4.85,5.167,5.2,5.654,5.698,-5.938,7.513,1.115,1.576,226.16,49.16,0.002,0.0024,0.0008,0.0007,2227,[NH]C(=[NH2])NCCCCNC(=[NH2])[NH]
1154,3,1,30.49,1.23,5.559,5.985,6.024,6.181,-5.891,8.441,0.216,2.55,-16.62,31.12,0.0037,0.0312,0.0109,0.01,8503,CNCC(OC)OC
1155,2,0,41.13,0.76,4.69,5.064,5.248,5.307,-6.338,5.499,2.605,-0.838,67.22,44.59,0.0225,0.1395,0.0,0.0003,8446,Cc1nc2c(s1)cccc2
1156,1,1,20.23,1.13,4.941,5.026,5.532,5.679,-5.66,5.864,2.009,0.204,52.97,38.4,0.0361,0.0004,0.0013,0.0448,7249,Oc1ccc(c(c1)C)C
1157,2,2,32.26,2.92,5.717,6.365,6.524,6.551,-6.416,8.493,-0.411,2.076,21.23,20.5,0.002,0.0251,0.0498,0.0037,8016,CNCCO
1158,1,0,12.53,1.9,6.898,7.137,7.266,7.34,-7.119,9.791,0.795,2.672,-11.61,20.31,0.025,0.0077,0.003,0.0226,7834,CC[C@@H]1CO1
1159,5,2,111.43,1.99,3.273,4.696,4.952,5.13,-6.387,4.626,0.217,-1.761,105.18,41.73,0.0009,0.1087,0.0275,0.0004,3174,OC(=O)CN(C(=S)S)C
1160,3,0,35.53,1.85,4.457,4.723,5.1,5.296,-5.589,4.895,2.654,-0.694,59.12,59.33,0.2403,0.1729,0.0125,0.0034,7137,C/C=C/c1ccc(c(c1)OC)OC(=O)C
