,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
214,O=C(c1cccnc1)OCc1ccccc1,11.555771447467876,-0.35004346182917545,11.555771447467876,0.28627739984882816,0.7349306213300713,213.236,202.14799999999997,213.078978592,80,0,0.3395353681231276,-0.45718221261930503,0.45718221261930503,0.3395353681231276,1.125,1.9375,2.625,1.9460332806831824,453.87351462573264,11.217332181807452,8.666969380320866,8.666969380320866,7.860173345306137,4.9715751335255245,4.9715751335255245,3.3034315723451413,3.3034315723451413,2.109993658700716,2.109993658700716,1.289954336772327,1.289954336772327,-2.1599999999999997,6818.994323164689,10.360920365298131,5.071152041326896,2.666969614250968,93.71309686485138,4.736862953800049,6.606881964512918,0.0,0.0,0.0,5.969305287951849,4.9839785209472085,4.794537184071822,0.0,0.0,30.33183534230805,17.696185628620217,12.393687143226153,5.563451491696996,9.53140013787187,5.969305287951849,0.0,4.9839785209472085,0.0,6.606881964512918,0.0,65.98515960585142,0.0,0.0,0.0,0.0,0.0,0.0,10.953283808899059,11.343744918312968,0.0,15.921440167465814,54.858256622457425,0.0,0.0,0.0,39.19,0.0,4.794537184071822,0.0,12.576187252464766,5.563451491696996,5.563451491696996,6.196843571613076,18.3295777085363,30.33183534230805,4.9839785209472085,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.07692307692307693,16,0,3,0,0,0,1,1,2,3,0,3,3,0,0,0,2,2.4386,59.79850000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,10.418623551272361,-1.0994770408163255,10.418623551272361,0.11425925925925906,0.5125069246930147,197.19,186.10199999999998,197.068807832,76,0,0.32031552163797705,-0.5042598930844389,0.5042598930844389,0.32031552163797705,1.3571428571428572,2.0,2.5,2.777268026913141,350.6652327975252,10.71517847069432,7.343747204098415,7.343747204098415,6.502907755397974,3.9967885591797376,3.9967885591797376,2.971921565368135,2.971921565368135,1.812638001675133,1.812638001675133,1.037227028910416,1.037227028910416,-1.75,1115.7791056158326,10.331632653061224,3.972117202268431,2.366714454376792,80.41034351633131,21.0532496616843,6.041840829147961,11.49902366656781,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.06636706846161,24.117007251546223,0.0,0.0,20.11411936859394,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,23.762552697081826,0.0,11.49902366656781,5.733667477162185,0.0,11.49902366656781,0.0,27.330728301621924,11.21535880699783,0.0,5.563451491696996,18.19910120538483,0.0,0.0,0.0,103.78,12.011146117099809,4.794537184071822,0.0,17.919845289493818,5.563451491696996,0.0,18.19910120538483,0.0,0.0,0.0,21.0532496616843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.2222222222222222,14,5,5,0,0,0,1,0,1,4,4,5,3,0,0,0,1,0.052200000000000024,49.08680000000002,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,OS(=O)O,8.666666666666666,-2.6111111111111107,8.666666666666666,2.6111111111111107,0.393634431021943,82.07999999999998,80.064,81.97246492400001,26,0,0.2986859011814321,-0.2840770114703052,0.2986859011814321,0.2840770114703052,1.5,1.5,1.5,2.8030394876740514,26.264662506490403,3.5773502691896257,1.710923771927642,2.527420352855368,1.7320508075688772,0.5318150383367775,1.5954451150103321,0.23072085659275862,0.6921625697782757,0.0,0.0,0.0,0.0,0.06999999999999998,3.2451124978365313,4.070000000000001,1.395732899022802,483.6618367346945,25.755038373516925,0.0,0.0,0.0,0.0,11.361316488136412,0.0,9.105499747380728,0.0,4.208898492164469,0.0,0.0,0.0,0.0,0.0,13.314398239545195,11.361316488136412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.314398239545195,11.361316488136412,0.0,0.0,0.0,0.0,0.0,0.0,57.53,11.361316488136412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.314398239545195,0.0,-2.6111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,22.833333333333332,0.0,0.0,4,2,3,0,0,0,0,0,0,1,2,4,0,0,0,0,0,-0.3189,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,O=[C]1=[N]=C([C@]2(C(=N1)O)CCC[Si](C2)(C)C)O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
218,CCC(C(=O)O)CC,10.161574074074075,-0.6712962962962961,10.161574074074075,0.12962962962962998,0.6064010060918424,116.15999999999998,104.06399999999998,116.083729624,48,0,0.3059658046242487,-0.4810267167108486,0.4810267167108486,0.3059658046242487,1.5,1.875,1.875,3.5208600674451374,74.59772060569361,6.568914100752346,5.347025717526542,5.347025717526542,3.7187440150134057,2.9471162208775445,2.9471162208775445,1.851657673975268,1.851657673975268,1.3348394121552107,1.3348394121552107,0.637915987096535,0.637915987096535,-0.53,47.19725257297226,7.470000000000001,3.4692670369115906,1.958669537588103,49.519717452052355,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,12.841643245852019,0.0,5.917906046161393,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,5.917906046161393,26.689117645233267,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,5.917906046161393,0.0,12.841643245852019,0.0,0.0,13.847474399381248,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.8333333333333334,8,1,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1.5072,31.707799999999985,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,CCCC#N,7.81625,0.6944444444444444,7.81625,0.6944444444444444,0.45506987992747255,69.107,62.050999999999995,69.057849224,28,0,0.0621137429049083,-0.1983475739310898,0.1983475739310898,0.0621137429049083,1.8,2.4,2.4,2.483699570591265,42.09986547010987,4.121320343559642,3.361427157873053,3.361427157873053,2.414213562373095,1.7842669695298001,1.7842669695298001,0.9081138830084188,0.9081138830084188,0.3618033988749894,0.3618033988749894,0.11180339887498945,0.11180339887498945,-0.51,11.245112497836532,4.49,3.49,3.490000000000001,32.226657052488086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,6.923737199690624,6.4208216229260096,6.4208216229260096,6.069221312792274,0.0,0.0,5.261891554738487,0.0,0.0,19.765380445542643,0.0,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,11.33111286753076,19.765380445542643,0.0,0.0,0.0,0.0,23.79,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,0.0,12.992958512482897,0.0,5.261891554738487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.31008,20.520999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,CNCCCN(N([N][O])O)C,9.747619126354245,0.2873611111111112,9.747619126354245,0.2873611111111112,0.3878619867693852,162.193,148.081,162.111675688,66,2,0.0726352719879636,-0.3197022322202424,0.3197022322202424,0.0726352719879636,1.6363636363636365,2.272727272727273,2.727272727272727,3.2768103769044092,92.55160294059401,8.69023444431199,6.818423016023338,6.818423016023338,5.218744015013407,3.3995689379451255,3.3995689379451255,2.1883405165834215,2.1883405165834215,1.2869035949957748,1.2869035949957748,0.6364356431696387,0.6364356431696387,-0.24000000000000002,245.82735338562372,10.760000000000002,6.468945426403725,5.076316800486451,66.25522773685672,5.316788604006331,0.0,0.0,0.0,0.0,0.0,5.20725302477729,5.008912523954532,0.0,0.0,5.20725302477729,25.294473322689228,13.592428388589765,5.589099391225256,10.41450604955458,0.0,0.0,21.19602383035957,0.0,6.4208216229260096,27.18485677717953,0.0,0.0,0.0,10.905887995231588,0.0,0.0,0.0,42.682245637084804,5.20725302477729,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,72.74,0.0,5.20725302477729,0.0,5.281223311173457,6.544756405912575,12.965578028838586,5.008912523954532,7.04767198267719,7.04767198267719,10.905887995231588,5.20725302477729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.999999999999996,1.0,11,2,6,0,0,0,0,0,0,4,2,6,6,0,0,0,0,-1.0011999999999988,37.619699999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221,[O][N]c1cccc(c1)C(=N)O,9.97918745275888,-0.559722222222222,9.97918745275888,0.20953703703703752,0.36993504895855556,150.13699999999997,144.08899999999997,150.042927432,56,2,0.21028713182731662,-0.4932361222037052,0.4932361222037052,0.21028713182731662,1.5454545454545454,2.272727272727273,2.8181818181818183,3.0058892189147386,272.8980131294879,8.267584713501616,5.612076558222283,5.612076558222283,5.236382105218448,2.9511549863809323,2.9511549863809323,1.9902222387034298,1.9902222387034298,1.2250005523051704,1.2250005523051704,0.7099912632163629,0.7099912632163629,-1.5499999999999998,333.42998742919156,7.555820105820105,3.025732649473395,1.6836059194693547,63.574064420636404,5.106527394840706,0.0,0.0,5.897745344357611,0.0,0.0,5.409283605791522,0.0,0.0,0.0,16.7537166913601,18.19910120538483,5.563451491696996,5.687386274683562,10.313780419617995,11.585131619041174,5.409283605791522,5.480096598121202,0.0,0.0,0.0,29.828919765543436,0.0,0.0,5.480096598121202,5.687386274683562,0.0,0.0,11.004272739198317,5.20725302477729,5.409283605791522,5.563451491696996,24.26546827384644,0.0,0.0,0.0,78.08,5.897745344357611,5.20725302477729,0.0,5.687386274683562,5.563451491696996,0.0,18.19910120538483,6.06636706846161,0.0,5.480096598121202,10.515811000632228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,11,2,4,0,0,0,1,0,1,1,2,4,2,0,0,0,1,1.15137,38.38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,COc1cc(/C=C/C(=O)O)ccc1O,10.226590372260015,-1.016627928949357,10.226590372260015,0.027754629629629823,0.7153202107154631,194.186,184.10599999999997,194.0579088,74,0,0.3278212028831469,-0.5042543435661512,0.5042543435661512,0.3278212028831469,1.5,2.2142857142857144,2.7857142857142856,2.9485073365729093,368.38478965282144,10.55204176387779,7.597675117875773,7.597675117875773,6.6302289553358,3.912427650663229,3.912427650663229,2.602857228341978,2.602857228341978,1.622139145259453,1.622139145259453,0.9653977798623684,0.9653977798623684,-1.97,1295.218538748942,10.113125519534497,4.3182753757478265,2.5158513680748387,81.06510337884181,14.94991774348146,0.0,11.49902366656781,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.06636706846161,23.772205735454097,6.076020106833881,7.109797541277533,19.74445492755328,12.045325394785731,0.0,0.0,0.0,0.0,7.109797541277533,29.838572803915707,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,23.292157618910792,4.794537184071822,0.0,5.563451491696996,24.27512131221871,0.0,6.076020106833881,0.0,66.76,5.969305287951849,9.901064578912528,0.0,5.749511833283905,11.3129633249809,6.076020106833881,19.252184716573023,12.13273413692322,0.0,0.0,9.843390348640755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.16666666666667,0.1,14,2,4,0,0,0,1,0,1,3,2,4,3,0,0,0,1,1.4986,51.328600000000016,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,OCC(CO)(CO)N,8.340277777777779,-1.2083333333333335,8.340277777777779,0.4027777777777777,0.3368315430776369,121.136,110.04799999999999,121.073893212,50,0,0.08562978010591885,-0.3942766406592915,0.3942766406592915,0.08562978010591885,1.0,1.25,1.25,3.5832125652604643,54.039100017307746,6.621320343559643,4.540311399249142,4.540311399249142,3.6819805153394642,2.298018604425148,2.298018604425148,1.8367140847210515,1.8367140847210515,0.9446816720025198,0.9446816720025198,0.14999999999999994,0.14999999999999994,-0.16,52.28341890015258,7.840000000000001,2.9852263467168973,1.7506488401138385,47.556669324620124,21.0532496616843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3595711459221,15.319582184522117,0.0,0.0,0.0,5.733667477162185,5.538925252383345,19.820645893538753,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,40.679153330444215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.71,25.3595711459221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0532496616843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,1.0,8,5,4,0,0,0,0,0,0,4,4,4,3,0,0,0,0,-2.3391999999999995,28.175799999999995,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Oc1cc(O)cc(c1)O,8.67388888888889,-0.14583333333333304,8.67388888888889,0.14583333333333282,0.4815450388236752,126.11099999999996,120.06299999999997,126.031694052,48,0,0.1224526224117038,-0.5076795477874951,0.5076795477874951,0.1224526224117038,0.6666666666666666,0.8888888888888888,1.1111111111111112,3.165670309917317,169.06517765499825,6.8533711511285205,4.573691594068752,4.573691594068752,4.1815405503520555,2.4028712008188147,2.4028712008188147,1.7076093711337028,1.7076093711337028,0.8872983346207418,0.8872983346207418,0.5795469054258294,0.5795469054258294,-1.3800000000000001,85.7569381887915,5.751233595800525,1.8538798628179078,1.2528322001979002,51.814104376085,15.319582184522117,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,0.0,15.319582184522117,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,0.0,17.248535499851716,0.0,0.0,17.248535499851716,0.0,15.319582184522117,0.0,0.0,0.0,18.19910120538483,0.0,0.0,0.0,60.69,0.0,0.0,0.0,17.248535499851716,0.0,18.19910120538483,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.000000000000004,0.0,9,3,3,0,0,0,1,0,1,3,3,3,0,0,0,0,1,0.8033999999999997,31.436399999999995,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Oc1cccc(c1)C[C@](C(=O)O)(N)C,10.72282879818594,-1.2978240740740739,10.72282879818594,0.11452664399093004,0.663716312151751,195.218,182.11399999999998,195.089543276,76,0,0.3232284754505712,-0.50795637400339,0.50795637400339,0.3232284754505712,1.5714285714285714,2.2142857142857144,2.7142857142857144,2.8346562377493516,346.97527686163244,10.767584713501616,7.896533608598456,7.896533608598456,6.41552078507628,4.218486861559169,4.218486861559169,3.5692976966241545,3.5692976966241545,1.9704831155993143,1.9704831155993143,1.16607945408777,1.16607945408777,-1.55,958.4483316131368,10.530321285140563,3.6732063513047053,2.466838376695898,81.9810518785319,15.946722266843597,11.288437085667251,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,12.13273413692322,24.61992282831084,6.4208216229260096,0.0,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,18.883484074999977,0.0,29.828919765543436,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,0.0,21.721285330016606,11.21535880699783,0.0,12.487188691387619,24.26546827384644,0.0,0.0,0.0,83.55,11.508230540335195,4.794537184071822,0.0,12.170333456209914,5.563451491696996,0.0,19.056471336613846,12.13273413692322,0.0,0.0,15.946722266843597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75000000000001,0.3,14,4,4,0,0,0,1,0,1,3,3,4,3,0,0,0,1,0.7367000000000001,52.039000000000016,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,CCC[C@@H]1CCC(=O)O1,10.506068594104308,-0.019953703703703418,10.506068594104308,0.019953703703703418,0.5265280274418117,128.171,116.07499999999997,128.083729624,52,0,0.3056979842779709,-0.4623453140979902,0.4623453140979902,0.3056979842779709,1.7777777777777777,2.5555555555555554,3.0,2.2185064296321557,109.4837783761905,6.69023444431199,5.722273974863542,5.722273974863542,4.325698502695489,3.521107303566926,3.521107303566926,2.4392183352436763,2.4392183352436763,1.5791999204159983,1.5791999204159983,1.1078208178780702,1.1078208178780702,-0.53,147.27981845836288,6.588063754427392,2.852566645594043,1.6989023562471834,55.19813989023062,4.736862953800049,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.344558822616634,12.841643245852019,6.4208216229260096,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,38.710990079142974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,32.60702369139466,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,6.4208216229260096,19.26246486877803,0.0,0.0,0.0,6.923737199690624,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.8571428571428571,9,0,2,0,1,1,0,0,0,2,0,2,2,0,1,1,1,1.4921,34.02199999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Oc1ccc2c(c1)cccc2,9.130243764172336,0.3228703703703706,9.130243764172336,0.3228703703703706,0.6020160700037418,144.173,136.10899999999998,144.057514876,54,0,0.11571652460771858,-0.507943524733119,0.507943524733119,0.11571652460771858,0.8181818181818182,1.5454545454545454,2.3636363636363638,2.8289012156206956,379.28449039867843,7.681798275874712,5.98866547982734,5.98866547982734,5.360173345306138,3.5389909386521903,3.5389909386521903,2.5314535723606117,2.5314535723606117,1.7330488189695572,1.7330488189695572,1.1767176965349277,1.1767176965349277,-1.5,487.8529731213885,6.22562358276644,2.274078478002378,1.0493060628195763,64.90730140342818,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,22.90518256585281,0.0,0.0,5.106527394840706,10.772448428929591,0.0,0.0,0.0,0.0,0.0,42.46456947923127,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,10.772448428929591,0.0,12.13273413692322,30.33183534230805,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999999999999996,0.0,11,1,1,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2.5454,45.61280000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
